epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.9434734753199985,6.94192,0.074,0.4
1,6.589597872325352,5.78616,4.224000025024414,12.634000034179687
2,6.23153931753976,5.14533,8.40800000366211,21.987999958496093
3,5.829824277332851,4.82010375,11.458000001831055,28.356000025634767
4,5.485471759523664,4.054288125,20.974000032958983,44.240000021972655
5,5.123364073889596,3.464735625,27.982000036621095,53.751999992675785
6,4.8265171732221335,3.074325,34.80200004882813,61.67400005371094
7,4.587750707353864,3.054476875,37.79800006958008,64.64800010009766
8,4.3433950287955145,2.738855625,42.16999991455078,69.5360000390625
9,4.308004345212664,2.7007078125,44.216000041503904,71.24000010498047
10,4.283738000052316,2.3371425,48.76800002685547,74.87199989990235
11,4.087264622960772,2.5573140625,44.40399998291016,70.78200008544921
12,4.095272609165737,2.49213125,49.044000009765625,74.8759998828125
13,3.95422409261976,2.3262684375,51.38600002685547,77.72200003173828
14,4.076674376215253,2.1758921875,53.29999992675781,78.70200012207032
15,3.964464613369533,2.429844375,48.60399999633789,74.25399990234375
16,4.03307352747236,2.1557890625,54.17200008300781,79.54000004638672
17,3.7759735924857005,2.36323625,49.98999999755859,75.7060000024414
18,3.943042482648577,2.2703640625,51.294000070800784,77.113999921875
19,3.9096754789352417,1.9971928125,56.100000112304684,80.88800004638672
20,3.8959870679037913,2.02620875,54.58999999511719,79.9920000415039
21,3.9078912564686368,2.0913965625,57.47199990722656,82.07999999267578
22,3.862268362726484,2.0993840625,55.312000007324215,80.15200014892578
23,3.7982307502201627,2.3916615625,50.30000008789062,75.99000005371094
24,3.8120479583740234,2.12644375,54.02399994628906,79.3400000390625
25,3.7848390681403026,1.91677125,58.19000017578125,82.61000002929687
26,3.7034140144075667,2.0231621875,57.35400002441406,82.22000014160156
27,3.6557008028030396,1.910950625,57.546000126953125,82.09999999511719
28,3.687905158315386,1.880510625,58.654000083007816,82.55600006835938
29,3.650288666997637,1.984540625,57.709999963378905,82.20999989746093
30,3.667587927409581,2.3961628125,50.73400010498047,76.21799997558594
31,3.7257776260375977,1.8402184375,60.01999999755859,83.30799998291016
32,3.6911674397332326,1.832290625,59.08000001464844,83.44800003173827
33,3.741085580417088,1.9587446875,59.06399996826172,82.7780000366211
34,3.6422808170318604,2.0356825,59.35399991943359,83.45000001220703
35,3.592402015413557,1.9687075,59.287999970703126,83.53400009277344
36,3.5511131456920078,1.8402078125,59.852000068359374,83.54200005859374
37,3.662882515362331,1.82542125,61.026,84.30199990478516
38,3.7309143372944424,1.7902071875,61.40000008544922,84.55599997802734
39,3.6493957894189015,1.828279375,60.552000004882814,84.38000009033203
40,3.6179147277559554,1.7656625,61.17400001953125,84.71800003417968
41,3.697960683277675,1.8286084375,61.502000122070314,84.47000000732422
42,3.5845967701503207,1.7901509375,62.003999936523435,85.354
43,3.6176631450653076,1.923221875,60.176000102539064,83.92799999267578
